,jk,kalimat,label,naon,propn,subyek,takso
143,6,c pointer program dan manajemen memori,0,0.8333333333333334,1,0,0
144,146,dalam kursus ini kita akan membahas konsep kunci yang mendasar untuk bahasa pemrograman apa pun penggunaan memori  kursus ini dibangun berdasarkan konsep dasar pointer yang dibahas dalam pemrograman c pemrograman modular dan manajemen memori dan memperkenalkan penggunaan lebih canggih dari pointer dan aritmatika pointer  array pointer dan array multidimensi dibahas dan anda akan belajar bagaimana mengalokasikan memori untuk data anda sendiri selama eksekusi program  ini disebut alokasi memori dinamis saat runtime menggunakan pointer  dalam beberapa saat anda akan mengkodekan tangan dalam alat browser baru yang dikembangkan untuk kursus ini menerima umpan balik instan pada kode anda  tidak perlu menginstal apa pun dalam kursus ini anda akan mendapatkan pengalaman dengan konsep konsep pemrograman yang mendasar untuk bahasa pemrograman apa pun  di akhir kursus singkat ini anda akan mencapai tonggak keempat dalam pemrograman c dengan program sertifikat profesional linux yang membuka pintu menuju karier di bidang teknik komputer ,1,0.4383561643835616,1,1,1
145,53,memvisualisasikan konsep penunjuk dan menggunakannya untuk meneruskan variabel ke fungsi dengan referensi untuk mengubahnya melalui fungsi menerapkan aritmatika penunjuk agar dapat mengatasi elemen dari array satu dimensi dan multi dimensi menggunakan larik string untuk menyimpan daftar string dalam satu variabel array mengontrol penggunaan memori dengan mengalokasikan secara dinamis dan membebaskan memori saat runtime,2,0.4528301886792453,0,0,1
146,5,c pemrograman tipe data lanjutan,0,1.0,1,0,0
147,165,dalam kursus ini bagian dari pemrograman c dengan program sertifikat profesional linux anda akan menentukan tipe data anda sendiri di c dan menggunakan tipe yang baru dibuat untuk lebih efisien menyimpan dan memproses data anda  banyak bahasa pemrograman menyediakan sejumlah tipe data bawaan untuk menyimpan hal hal seperti desimal dan karakter bilangan bulat dalam variabel  tetapi bagaimana jika anda ingin menyimpan data yang lebih kompleks yang mendefinisikan tipe data anda sendiri di c memungkinkan anda untuk lebih efisien menyimpan dan memproses data seperti usia nama pelanggan dan data lainnya yang relevan dalam satu variabel  kursus ini akan memberikan pengalaman pengkodean dalam alat peramban baru yang dikembangkan untuk kursus ini yang memungkinkan anda untuk menerima umpan balik instan pada kode anda  tidak perlu menginstal apa pun anda juga akan mendapatkan pengalaman dengan konsep konsep pemrograman yang mendasar untuk bahasa pemrograman  di akhir kursus singkat ini anda akan mencapai tonggak pertama pemrograman c dengan program sertifikat profesional linux yang membuka pintu menuju karier di bidang teknik komputer ,1,0.3878787878787879,1,1,1
148,63,menentukan struktur tipe data baru untuk menyimpan beberapa item data dalam satu variabel dan membuat inisialisasi dan memodifikasi variabel jenis baru ini menemukan dan menjelaskan penggunaan memori dari suatu struktur dan menggunakan pointer ke struktur dan operator pemilihan anggota langsung dan tidak langsung untuk mengakses anggota struktur membuat daftar terkait struktur dengan alokasi memori dinamis pada saat runtime atau mencari daftar struktur berjajar,2,0.4444444444444444,0,0,1
149,6,linux dasar dasar antarmuka baris perintah,0,0.6666666666666666,0,0,0
150,227,kursus ini akan memperkenalkan anda ke linux sistem operasi yang kuat yang digunakan oleh sebagian besar pengembang profesional mengapa menambahkan linux ke keterampilan pemrograman c anda kebanyakan orang menggunakan linux tanpa mengetahuinya apakah anda menggunakan ponsel pintar mencari web atau menggunakan atm setiap kali linux terlibat di suatu tempat di latar belakang  ini adalah sistem operasi yang paling banyak digunakan untuk perangkat embedded dan server berkinerja tinggi  ini juga merupakan sistem operasi paling umum yang digunakan oleh pengembang untuk membuat aplikasi perangkat lunak  dalam kursus ini anda akan mempelajari sejarah linux dan bagaimana komunitas open source nya dapat membuat sistem operasi yang paling canggih saat ini  anda akan menavigasi sistem file menggunakan perintah linux yang mendasar dan menguasai antarmuka baris perintah linux  ini adalah keterampilan penting untuk setiap pengembang  anda juga akan dapat menghasilkan perangkat lunak yang ditulis dalam c menggunakan alat alat standar industri pada linux within saat saat anda akan coding tangan di dalam alat browser baru yang dikembangkan untuk kursus ini menerima umpan balik instan pada kode anda  tidak perlu menginstal apa pun kami bersemangat untuk memperkenalkan anda ke linux dan memandu anda di sepanjang jalan anda untuk menjadi pengguna yang mahir dari sistem operasi yang kuat ini di akhir kursus singkat ini anda akan mencapai tonggak keenam dari pemrograman c dengan linux profesional program sertifikat membuka pintu ke karir di bidang teknik komputer ,1,0.3832599118942731,1,1,1
151,44,menempatkan pada timeline tanggal tanggal kunci dari penciptaan unix dan linux menggunakan perintah perintah dasar untuk mengontrol sistem operasi linux menavigasi dan memanipulasi filesystem linux menggunakan antarmuka baris perintah mengatur memori dan proses yang berjalan di linux mengkompilasi dan menjalankan program c di linux,2,0.5454545454545454,1,0,1
152,7,pemrograman c menggunakan alat linux dan pustaka,0,0.5714285714285714,1,0,1
153,136,kursus ketujuh dan terakhir dalam pemrograman c dengan program sertifikat profesional linux akan memungkinkan anda untuk mengembangkan dan menggunakan kode c anda dalam sistem operasi linux  menggunakan pustaka di c adalah konsep dasar ketika harus berbagi kode dengan orang lain  selain mengkompilasi dan menautkan anda juga akan belajar cara meneruskan argumen ke program yang dapat dieksekusi  dalam beberapa saat anda akan mengkodekan tangan dalam alat peramban baru yang dikembangkan untuk kursus ini yang memberikan umpan balik instan pada kode anda  tidak perlu menginstal apa pun saat anda memulai karir masa depan anda sebagai programmer  anda akan dapat melanjutkan petualangan coding anda dengan lingkungan pengkodean profesional yang digunakan oleh programmer c di seluruh dunia  pada akhir kursus singkat ini anda akan menyelesaikan pemrograman c dengan program sertifikat profesional linux membuka pintu ke karir di bidang teknik komputer ,1,0.38235294117647056,1,1,1
154,38,gunakan pustaka eksternal buat aplikasi dari berbagai file sumber yang mengotomatiskan proses pembuatan menggunakan makefile lewat dan gunakan argumen ke fungsi utama baca dari dan tulis ke file di c gunakan alat pengembangan profesional dalam sistem operasi linux,2,0.4473684210526316,1,0,1
155,5,mengelola proyek dengan proyek microsoft,0,0.6,0,0,1
156,88,ingin menguasai manajemen proyek memiliki proyek untuk mengelola tetapi tidak yakin di mana untuk memulai dengan lebih dari    juta pengguna proyek microsoft adalah pergi ke aplikasi untuk manajer proyek  dalam kursus manajemen proyek ini anda akan mempelajari praktik terbaik standar industri untuk manajemen proyek menggunakan proyek microsoft klien desktop yang disampaikan oleh cloud  anda akan belajar bagaimana melakukan penjadwalan kapasitas sumber daya yang mendalam merencanakan pelacakan kemajuan dan pelaporan status  tidak diperlukan pengetahuan manajemen proyek sebelumnya  bergabunglah dengan kami saat anda memulai perjalanan anda sebagai seorang manajer proyek ,1,0.4318181818181818,0,1,1
157,24,cara efektif menggunakan proyek microsoft dalam microsoft office     cara berhasil merencanakan dan merancang proyek anda dalam praktik terbaik proyek microsoft dalam menggunakan proyek microsoft,2,0.5,0,1,1
158,7,mengelola proyek amp portofolio dengan microsoft ppm,0,0.7142857142857143,0,0,1
159,169,apakah anda memiliki portofolio proyek untuk dikelola apakah anda mencoba untuk mengoptimalkan perencanaan kapasitas sumber daya di seluruh proyek yang anda inginkan untuk mengarahkan keselarasan portofolio proyek anda dengan strategi bisnis nin kursus manajemen ini anda akan belajar praktik terbaik standar industri untuk proyek dan manajemen portofolio menggunakan microsoft ppm solusi cloud yang dikirimkan  dengan lebih dari    juta pengguna microsoft ppm telah menjadi solusi bagi manajer portofolio manajer proyek manajemen proyek manajer proyek manajer sumber daya dan anggota tim proyek kursus ini menawarkan kemampuan yang relevan untuk audiens yang beragam  anda akan belajar bagaimana menyelaraskan investasi portofolio proyek dengan strategi bisnis bagaimana mendapatkan visibilitas ke portofolio proyek u    s bagaimana melakukan masalah alamat penjadwalan yang mendalam dan manajemen risiko serta memahami keuangan dan pelaporan proyek melalui pengalaman web dan klien desktop yang disampaikan oleh cloud  di akhir kursus ini anda akan tahu bagaimana melakukan perencanaan kapasitas sumber daya yang optimal dan melacak bagaimana memanfaatkan kemampuan kolaborasi microsoft office     dan bagaimana mengatur dan menyesuaikan solusi untuk memenuhi kebutuhan bisnis anda ,1,0.48520710059171596,1,1,1
160,22,pengembangan portofolio dari perspektif strategi bisnis how untuk mengelola jadwal yang kompleks methods untuk mengatasi masalah dan risiko menggunakan microsoft ppm n,2,0.6363636363636364,1,0,1
161,6,memungkinkan kerja tim dengan tim microsoft,0,0.6666666666666666,0,0,0
162,76,dalam kursus ini anda akan belajar bagaimana mengaktifkan tim microsoft di kantor      kursus menggambarkan nilai kolaborasi tim dan termasuk tips dan trik untuk mendapatkan hasil maksimal dari tim  anda juga akan belajar cara mengkonfigurasi tim  khusus anda akan belajar bagaimana untuk memungkinkan pengguna mengkonfigurasi pengaturan pengaturan tim untuk penggunaan jaringan mengkonfigurasi fungsionalitas suara kursus ini juga membahas konfigurasi lanjutan dari tim termasuk kepatuhan dan fitur panggilan  kursus ini ditujukan untuk para profesional yang mengelola penyebaran kantor     ,1,0.42105263157894735,0,1,1
163,19,memungkinkan pengguna untuk tim microsoft mengkonfigurasi tim microsoft mengkonfigurasi audio conferencing dengan tim  praktik terbaik untuk menggunakan tim microsoft ,2,0.5789473684210527,1,0,1
164,4,mengembangkan basis data sql,0,0.75,1,0,1
165,71,pengembangan basis data lebih dari sekadar membuat tabel dengan baris dan kolom  kursus ilmu komputer ini memperkenalkan fitur dan teknologi untuk mengimplementasikan database  topik termasuk desain tabel logis memastikan indeks integritas data melihat kursus ini berfokus pada penciptaan objek database termasuk pandangan yang tersimpan prosedur indeks columnstore dan banyak lagi  siswa yang mempertimbangkan kursus ini harus akrab dengan konsep dasar database  kursus ini adalah bagian dari pengembangan xseries microsoft sql database ,1,0.5211267605633803,1,1,1
166,18,merancang skema database relasional ternormalisasi dan mengimplementasikan tabel yang memastikan integritas data melalui batasan membuat indeks mengimplementasikan pandangan,2,0.5,1,0,1
167,6,mengoptimalkan kinerja untuk aplikasi berbasis sql,0,0.5,1,0,1
168,49,memaksimalkan kinerja aplikasi berbasis sql anda berkisar dari optimalisasi database anda ke berbagai alat dan teknik untuk memantau dan menyetel lingkungan anda  dalam kursus ini anda akan mempelajari teknik untuk menjalankan aplikasi yang sangat berperforma yang menggunakan server sql  kursus ini adalah bagian dari pengembangan xseries microsoft sql database ,1,0.40816326530612246,1,1,1
169,20,mengoptimalkan alat dan teknik basis data anda untuk memantau dan menyesuaikan metode penyetelan khusus lingkungan untuk mengoptimalkan kinerja basis data,2,0.5,0,1,1
170,4,mengirimkan data warehouse relasional,0,0.5,0,0,0
171,161,kursus ilmu komputer ini dari microsoft memberikan peserta didik dengan pengetahuan dan keterampilan yang diperlukan untuk merancang menerapkan dan memuat gudang data relasional  dalam kursus empat minggu ini  anda akan mempelajari cara menganalisis dimensi desain persyaratan bisnis dan tabel fakta indeks dan mempartisi data untuk kinerja dan membuat solusi etl untuk pemuatan gudang yang sedang berlangsung  kursus ini diajarkan dengan demonstrasi kuliah singkat dan wawancara dengan pakar industri  kuis dan tangan di laboratorium menggunakan microsoft sql server      dan database sql biru akan membantu memperkuat keterampilan praktik pengetahuan anda dan memecahkan masalah  catatan untuk melengkapi tangan pada elemen dalam kursus ini anda akan memerlukan langganan biru dan linux windows atau komputer mac os x client  anda dapat mendaftar untuk berlangganan uji coba biru gratis kartu kredit yang valid diperlukan untuk verifikasi tetapi anda tidak akan dikenakan biaya untuk layanan biru  perhatikan bahwa uji coba gratis tidak tersedia di semua wilayah  adalah mungkin untuk menyelesaikan kursus dan mendapatkan sertifikat tanpa menyelesaikan praktik tangan ,1,0.453416149068323,1,1,1
172,35,memetakan persyaratan pelaporan bisnis ke dimensi dimensi entitas data logis dan tabel fakta dalam strategi pengindeksan skema bintang dan partisi untuk menyediakan kinerja dan pemuatan skala gudang data dengan ekstrak transformasi dan teknik beban etl,2,0.6571428571428571,0,0,0
173,7,mengimplementasikan etl dengan layanan integrasi server sql,0,0.5714285714285714,1,0,0
174,91,layanan integrasi server microsoft sql ssis fitur alat grafis dan penyihir untuk membangun dan debugging paket tugas untuk melakukan fungsi alur kerja mengeksekusi sumber data pernyataan sql dan tujuan untuk mengekstrak dan memuat transformasi data untuk membersihkan penggabungan menggabungkan dan menyalin data dalam kursus ilmu komputer ini anda akan mengekstrak data dari berbagai sumber data seperti file dan sumber data relasional melakukan integrasi data dan solusi transformasi dan memuat data ke dalam satu atau beberapa tujuan  anda akan memecahkan masalah bisnis yang rumit menggunakan teknik teknik praktik terbaik dan pemecahan masalah ,1,0.4945054945054945,1,1,1
175,66,anda akan mempelajari prinsip prinsip desain dan solusi untuk memutuskan pemuatan penuh atau inkremental mengisolasi data etl menciptakan etl script dan abstraksi lapisan kontrol lingkungan desain mengalir sumber data transformasi data tujuan data preseden kendala manajer koneksi mengeksekusi tugas tugas sql hasil eksekusi eksekusi ulang data database tujuan alur alur aliran data mengalir alur data konfigurasi sumber data dan tujuan melaksanakan paket ssis menyebarkan paket ssis,2,0.7121212121212122,1,1,1
176,4,layanan keamanan microsoft biru,0,0.75,1,0,0
177,69,kursus ini adalah bagian dari program profesional microsoft dalam cybersecurity  dalam kursus ini anda akan mendapatkan wawasan tentang layanan keamanan biru untuk membantu mengamankan layanan dan data anda dalam biru langit  anda akan mempelajari praktik terbaik keamanan biru dan memahami alat dan teknik terminologi untuk menciptakan layanan cloud tahan banting yang aman  anda juga akan belajar tentang dan menggunakan layanan keamanan tambahan yang ditawarkan dalam warna biru dan intune,1,0.37681159420289856,0,1,1
178,74,memahami dan menggunakan tawaran layanan keamanan tambahan dalam biru dan intuneunderstanding dari ikhtisar arsitektur biru langit biru berikut jaringan keamanan jaringan keamanan jaringan aman pemantauan akses remote dan referensi deteksi ancaman arsitektur belajar tentang keamanan beban kerja ias memahami fitur dari pusat keamanan biru meninjau bagaimana biru berurusan dengan penolakan didistribusikan layanan ddos   serangan pemeriksaan anti malware biru memahami intune microsoft untuk windows ios dan perangkat android mdm mam data governance dengan gdpr autopilot,2,0.6216216216216216,1,0,1
179,3,pengantar pemikiran desain,0,1.0,0,0,0
180,116,kursus ini adalah bagian dari program profesional microsoft dalam pengembangan perangkat lunak tingkat entri  untuk membawa keterampilan desain anda ke tingkat berikutnya  bergabunglah dengan tim pakar industri tentang perjalanan praktis dan informatif ini dari konsep ke kesimpulan  kursus ini akan memperkenalkan anda kepada proses berpikir desain dan mengilustrasikan praktik terbaik untuk setiap langkah di sepanjang jalan  anda akan menemukan ini adalah alat yang sangat kuat untuk bidang apa pun mulai dari teknik hingga kewirausahaan dan seterusnya  anda akan memanfaatkan semua yang anda pelajari dalam kursus ini untuk membuat proyek anda sendiri  dengan demikian anda akan belajar banyak keterampilan praktis dan dapat diterapkan seperti penelitian pengguna dan pembuatan prototipe cepat yang akan membedakan anda di bidang anda ,1,0.3448275862068966,0,1,1
181,37,bagaimana melakukan wawancara mendalam survei lain untuk memahami cara pengguna untuk mensintesis ide menjadi produk yang kohesif dan praktis dari alat prototyping sederhana untuk dengan cepat mengiterasi desain bagaimana merancang antarmuka pengguna yang disesuaikan agar mudah efisien,2,0.35135135135135137,0,0,1
182,4,pemikiran logika dan komputasi,0,0.75,0,0,0
183,133,kursus ini adalah bagian dari program profesional microsoft dalam pengembangan perangkat lunak tingkat entri  memahami bagaimana komputer anda tahu  adalah salah satu langkah pertama untuk menjadi programmer komputer yang luar biasa  landasan dalam logika sangat penting dalam mengembangkan pemahaman ini  menguasai logika lebih dari sekedar mempelajari seperangkat aturan  ini melibatkan belajar bagaimana memecahkan masalah menjadi bagian yang lebih kecil mencari tahu bagaimana proses berulang dapat menghemat waktu dan meningkatkan kualitas dan memahami bagaimana mengatur masalah ke dalam ukuran yang tepat  dalam kursus ini anda akan belajar cara melakukan semua hal itu dan menggunakan komputer untuk membuatnya lebih mudah  setelah semua tugas logis adalah apa yang terbaik untuk dilakukan komputer  ini bukan kursus pemrograman tetapi akan mengajarkan anda cara mendekati pemikiran kritis sebagai gaya hidup dan asisten untuk pemrograman dan pengujian yang lebih baik ,1,0.3007518796992481,0,1,1
184,43,bentuk logis dan bagaimana membangun argumen deduktif dan bentuk argumen induktif dasar dasar pemikiran kritis bagaimana memecah masalah menjadi tugas yang lebih sederhana mengenali pola dan memahami mengapa ini penting bagaimana menggunakan algoritma untuk memecahkan masalah hubungan logika dengan fundamental di komputer ilmu,2,0.4418604651162791,0,0,1
185,3,pengantar dasar python,0,0.6666666666666666,0,0,0
186,135,kursus ini adalah bagian dari program profesional microsoft dalam pengembangan perangkat lunak tingkat entri  siap untuk lebih banyak tangan pada langkah demi langkah python fundamental menambah pengalaman dasar yang anda dapatkan dalam pendahuluan pemula mutlak python dan mengeksplorasi struktur data  dapatkan banyak latihan bekerja dengan kode contoh di notebook jupyter pada azure yang hanya membutuhkan browser dan koneksi internet  fokus pada struktur data python dan bekerja dengan daftar string dan rentang urutan  temukan kekuatan iterasi daftar dan pelajari tentang metode string dan daftar  dari sana dapatkan detail pada file input dan output file terbuka    baca mereka tambahkan untuk mereka tutup dan banyak lagi  pada akhir kursus  anda dapat memotong string ke dalam substring membuat daftar iterate melalui file impor dan menggunakan mode penambahan file bersama dengan banyak tugas python praktis lainnya saat anda memulai coding ,1,0.45925925925925926,0,1,1
187,20,python   fundamental string dan metode manipulasi daftar untuk iterasi melalui daftar string dan rentang menciptakan membaca dan menulis ke file,2,0.5,0,0,1
188,3,menulis kode profesional,0,0.3333333333333333,0,0,1
189,153,kursus ini adalah bagian dari program profesional microsoft dalam pengembangan perangkat lunak entry level   profesional terdengar membosankan benar salah bergabung dengan pakar andrew byrne yang memiliki lebih dari    tahun pengalaman pengembangan perangkat lunak dan melihat betapa menyenangkannya dapat menerapkan keterampilan pengkodean anda pada masalah yang sebenarnya  membuat portofolio kode online di github dan menerima umpan balik dari rekan rekan anda melalui ulasan kode dan diskusi  menjadi pengembang profesional adalah tentang mengelola perubahan yang mengembangkan basis kode yang menjaga kualitas dan menjaga pengguna dan bisnis anda tetap aman  sebagai coder baru meningkatkan permainan anda saat anda belajar dan mempraktikkan keterampilan utama yang digunakan pengembang setiap hari  bekerja dengan kumpulan kode dalam sistem kontrol versi seperti git menggunakan pustaka oss sumber terbuka membuat pembaruan untuk kode yang ada meningkatkan pembacaannya dan bahkan melihat keamanan  jangan lewatkan kesempatan ini untuk menjadi bagian dari tim dan dapatkan pengalaman praktis dengan kode nyata dalam lingkungan pengodean yang nyata ,1,0.4117647058823529,1,1,1
190,70,bekerja dengan kode yang disimpan dalam sistem kontrol versi seperti git  meningkatkan kode dan membuatnya lebih mudah dipahami menggunakan refactoring kode komentar konvensi penamaan dan dokumentasi  memperbarui basis kode yang ada  kode dengan keyakinan dengan bantuan tes unit  memberi dan menerima umpan balik yang berarti dalam ulasan kode rekan  berkontribusi untuk proyek open source software oss di github  pelajari cara menjaga kode anda tetap aman dan hormati privasi pengguna anda ,2,0.4857142857142857,1,1,1
191,2,lanjutan c   ,0,0.5,1,0,0
192,83,advanced    adalah kursus ketiga dalam pembelajaran microsoft c    series  siswa akan belajar tentang berbagai macam teknik pengembangan perangkat lunak c    tingkat tinggi  sangat disarankan agar siswa menyelesaikan pengenalan  ke c    dan  c    intermediate sebelum mencoba yang satu ini  namun dengan pemahaman yang kuat tentang prasyarat itu tidak mutlak diperlukan untuk mengambil kursus ini  prasyarat termasuk pemahaman tentang pemrosesan file alokasi memori pointer dan konsep oop umum  kursus ini akan mencakup pengecualian konsep berikut c    template iterators dan mekanika kelas lanjutan dan pola desain ,1,0.4819277108433735,1,1,0
193,15,advanced c    mechanics c    exceptions c    object iterators c    templates c    classes c    pola desain,2,1.0,1,0,0
194,3,pengantar ke c   ,0,0.6666666666666666,1,0,0
195,99,c    adalah bahasa pemrograman tujuan umum yang mendukung berbagai model pemrograman komputer seperti pemrograman berorientasi objek dan pemrograman generik  itu dibuat oleh bjarne stroustrup dan tujuan utama adalah untuk membuat penulisan program yang baik lebih mudah dan lebih menyenangkan bagi programmer individu  u   d nby learning c    anda dapat membuat aplikasi yang akan berjalan pada berbagai macam platform perangkat keras seperti komputer pribadi yang menjalankan windows linux unix dan mac os x serta perangkat keras faktor bentuk kecil seperti perangkat iot seperti raspberry pi dan arduinobased boards  n bjarne stroustrup bahasa pemrograman c    edisi ketiga  membaca ma addison wesley      ,1,0.5050505050505051,1,1,1
196,28,c    syntax c    bahasa fundamental how untuk membuat fungsi di c    n mempersiapkan diri untuk intermediate dan advanced c    topics dalam mengikuti kursus yang diajarkan oleh microsoft n,2,0.5714285714285714,1,1,0
197,6,mengembangkan aplikasi web dinamis menggunakan sudut,0,0.5,0,0,1
198,171,jika anda menggunakan pengembang ujung depan menggunakan sudut anda  anda sudah membuat halaman web dinamis untuk aplikasi web seluler dan desktop  memperluas pengalaman pemrograman anda dengan penyelaman lebih dalam ke dalam kerangka sumber terbuka ini  nin kursus ini untuk pengembang menggunakan versi angular   dan lebih baik anda bekerja melalui serangkaian modul sekuensial yang mencakup topik yang semakin kompleks  lihat mengapa mencoba dan benar sudut tidak hanya apa yang anda butuhkan untuk melakukan saat anda membuat aplikasi web kelas perusahaan canggih yang membuat komponen html berdasarkan pada klien  hitung sejarah sudut dan jelajahi konsep sudut dasar dan manajer paket node  membuat komponen dan template html dan melihat sintaks template dan mengikat  nlearn tentang siklus hidup komponen sudut atau mengarahkan kerangka kerja injeksi ketergantungan dan bahkan bagaimana merancang aplikasi modular  bekerja dengan fitur naskah canggih seperti deklarasi modul dan ruang nama dan lihat penggunaannya dalam sudut  akhirnya tinjau kompilator naskah dan pelajari cara penggunaannya dengan kode studio visual  manfaatkan video terbaik di laboratorium dan penilaian pilihan ganda saat anda membangun pengalaman sudut anda ,1,0.4678362573099415,1,1,1
199,29,sejarah dan konsep dasar di belakang sudut n untuk membangun komponen dan template html n dasar dasar komponen siklus hidup how untuk menggunakan fitur fitur typcript dengan sudut n,2,0.6206896551724138,0,0,1
200,7,memulai dengan aplikasi web aplikasi layanan biru,0,0.5714285714285714,0,0,0
201,182,bertanya tanya bagaimana cara menghosting aplikasi anda di cloud belajar cara membuat lingkungan host dengan aplikasi web aplikasi layanan biru platform yang memberi anda kebebasan untuk membangun dan menyebarkan di mana pun anda ingin menggunakan alat aplikasi dan kerangka kerja pilihan anda  ditambah itu sisik secara otomatis ketika anda membutuhkannya  bawa pengalaman pemrograman dasar anda dan bergabunglah dengan para pakar yang akan mengajari anda cara menggunakan portal biru untuk membuat penerapan dan mengelola aplikasi web aplikasi layanan biru  dapatkan tur ke portal biru membuat akun biru bebas dan kemudian masuk ke analitik aplikasi  bekerja melalui skenario penggunaan berkelanjutan yang menghubungkan repositori github ke biru dan menggunakan manajer sumber daya biru untuk menerapkan penerapan otomatis  lalu konfigurasikan diagnosis dan masuk ke aplikasi yang digunakan saat anda belajar mendeteksi dan memperbaiki masalah di aplikasi web biru anda  nin tangan ini pada kursus serba cepat setiap lab memandu anda langkah demi langkah melalui skenario pengembangan nyata dengan tugas tugas yang merupakan kunci untuk pekerjaan anda sebagai pengembang  plus dapatkan dokumen sumber daya yang bermanfaat dan video yang mendukung laboratorium dan berikan peluang belajar lebih lanjut ,1,0.3901098901098901,1,1,1
202,48,layanan aplikasi azure biru dasar dan konsep portal biru n menciptakan aplikasi web biru dan menyebarkan kode ke situs web biru n memanfaatkan wawasan aplikasi dan query data telemetri implementing penyebaran berkelanjutan dan skenario otomatisasi sumber daya  testing debugging dan logging untuk aplikasi web aplikasi layanan biru n,2,0.6041666666666666,1,0,1
203,6,mengembangkan solusi iot dengan azure iot,0,0.3333333333333333,0,0,1
204,181,siap untuk mengambil langkah pertama anda dalam pengembangan perangkat iot membawa keterampilan pemrograman dasar anda dan memulai dengan eksplorasi praktis tentang apa iot berarti dan bagaimana menggunakan teknologi microsoft biru di solusi iot  lihat bagaimana iot sedang diimplementasikan oleh bisnis di seluruh dunia dan konfigurasikan dan terapkan solusi ujung ke ujung anda sendiri menggunakan hub biru iota  dengan bantuan dari para ahli mempelajari dasar dasar fitur platform utama  mulai dengan dasar dasar perangkat seperti pendaftaran dan pelacakan lalu implementasikan cloud ke perangkat dan perangkat ke cloud messaging  lihatlah analitik biru termasuk analisis aliran biru untuk melakukan pemantauan waktu nyata dari data yang masuk dan untuk menghasilkan peringatan  lalu simpan data sensor di cloud menggunakan documentdb untuk menerapkan fitur daya dasar dan tambahkan manajemen jarak jauh dan perbarui kemampuan ke perangkat anda  dalam kursus serba cepat ini mengeksplorasi kit starter yang berbeda dan bekerja melalui proyek praktis dengan kit pi raspberry  menggunakan kombinasi bahan ajar berbasis tulisan dan video bersama dengan serangkaian tangan yang komprehensif pada kegiatan laboratorium mendapatkan dari dekat melihat keterampilan dunia nyata iot yang anda dapat mulai menggunakan segera ,1,0.4143646408839779,1,1,1
205,24,iot dan teknologi data hub iot hub biru dan penyimpanan data analitis aliran biru dan visualisasi dengan documentdb dan manajemen daya perangkat jauh bi,2,0.625,1,0,0
206,4,pemrograman asynchronous dengan javascript,0,0.75,1,0,0
207,56,ingin melimpahi javascript anda pemrograman asynchronous membuat aplikasi web responsif dengan memungkinkan beberapa tugas untuk diproses pada saat yang sama  kursus ilmu komputer ini akan mencakup fitur fitur asynchronous terbaru di javascript seperti janji dan generator  pada akhir kursus ini anda harus dapat membuat permintaan jaringan asinkron dan menulis kode asinkron yang dapat dipertahankan dalam javascript ,1,0.4642857142857143,1,1,1
208,18,asynchronous fundamental how untuk menggunakan javascript menjanjikan how untuk menggunakan fetch api how untuk menggunakan generator javascript n,2,0.5555555555555556,1,0,1
209,6,membangun web apis menggunakan asp net,0,0.6666666666666666,1,0,1
210,135,ingin belajar bagaimana melayani data untuk aplikasi klien anda menggunakan api web mungkin anda mempertimbangkan untuk membuat aplikasi untuk perangkat seluler tetapi kebutuhan data anda akan melebihi kapasitas penyimpanan perangkat  mungkin anda menginginkan kontrol yang lebih ketat atas data dan ingin memberikan opsi untuk perangkat dengan konektivitas terbatas atau tidak selalu  kursus ini menawarkan wawasan tentang penggunaan web apis menggunakan asp net dan c  anda akan mulai dengan meninjau arsitektur server klien dan belajar tentang serialisasi data dan deserialization dengan json sebagai format data  nyou kemudian akan diperkenalkan untuk konsep istirahat dan tenang dengan diskusi tentang pemrograman sinkron dan asinkron  modul ketiga memperkenalkan anda ke inti asp net dan menggunakan kerangka entitas untuk akses data  akhirnya anda akan belajar cara menggunakan korsel berbagi sumber daya asal dengan layanan anda dan cara mengamankan web apis anda,1,0.4148148148148148,1,1,1
211,10,layanan yang tenang web api asp net core cors n,2,0.8,1,0,0
212,6,desain aplikasi mvc menggunakan  net core    ,0,0.8333333333333334,1,0,1
213,89,tujuan dari kursus ini adalah untuk membimbing anda melalui belajar bagaimana mengembangkan pola aplikasi web berbasis mvc menggunakan alat dan teknologi terbaru dari inti microsoft asp net  setelah menyelesaikan kursus ini anda harus dapat membangun aplikasi inti asp net dari awal menggunakan pola mvc dan komponen dengan benar dan menyebarkan aplikasi web ke cloud  untuk mencapai tujuan ini  kursus ini akan fokus pada pola mvc dalam menyelam ke dalam pola arsitektur mvc dan memahami tangan penerapannya pada praktek membuat aplikasi web inti asp net untuk menyelesaikan masalah dunia nyata,1,0.48314606741573035,1,1,1
214,12,konsep inti mvc cara membuat model cara membuat pengendali cara memperbarui tampilan,2,0.75,0,0,0
215,3,pengenalan ke nodejs,0,0.6666666666666666,1,0,0
